,narrative,Product
766217,"XX/XX/XXXX I signed up for a Citi Gold account with Citi Bank. The promotion code "" XXXX '' I opened the account with said that I would receive XXXX Thank You Points after making a bill pay for XXXX consecutive months. 
On XX/XX/XXXX I received confirmation from XXXX XXXX that the promotion was successfully applied to my account. 
On XX/XX/XXXX I confirmed received confirmation from XXXX XXXX that I had fulfilled the terms of the promotion and that I would be receiving my points no later than XXXX/XXXX/XXXX. 
As of XX/XX/XXXX I have not received the points and after contacting Citi, they have refused to honor the terms of their promotion. Instead the bank has continued to string me a long, while charging me $ XXXX/month in fees.",Bank account or service
434367,"LoanMe contacts me XXXX times daily from varying phone number area codes all day long. I have a receipt that states "" Debt paid in full ''. This company contacts me after I have already emailed XXXX cease and assist emails. 

Additionally, this company continues to write emails and call me 24 hours a day.",Debt collection
661746,"My unit is under a 5 year tax abatement program, so every year there is an abatement increase on top of the original tax amount, which comes in a separately bill. LoanDepot, my mortgage server did n't pay the abatement increase from my escrow account, and claimed they did n't receive a copy of the bill first. I sent a photo copy in early XXXX, and kept following up. However, only until today, after I call them, I got an answer saying that this increase amount is not their responsibility to pay, and they ca n't incorporate this amount going forward, either can they reimbursement me the losses occur. It 's been a month!",Mortgage
781664,"I recently re-applied for mortgage assistance through Wellsfargo Home Mortgage. On XXXX/XXXX/15 my attorney sent my financials and application to be considered for a modification. On XXXX XXXX, my attorney called to confirm receipt of documents that were faxed and they said they needed additional documents which were faxed the same day. My attorney followed up again XXXX XXXX, 2015 for a status on docs that were sent on XXXX XXXX, 2015 and they now asked for additional docs which were never requested however, I complied and sent everything via fax again on XXXX XXXX, 2015. On XXXX XXXX, attorney called for status and again they asked for additional docs and a lot of the same docs that were already submitted which leads me to believe they are not reviewing the paperwork I am sending and are not interested in even helping me. I continue to advise them I have a sale date and to please tell me what is needed at all once so we can avoid any delays but they never give a good response other than request additional documents. Therefore, I complied and sent everything they requested again XXXX XXXX, 2015. Today XXXX XXXX, 2015 my attorney calls for status and they are advised that they are still in need of additional documents which have been sent twice before. I am filing this complaint because I have complied with all their requests and they are not reviewing the docs and are simply telling me to send things everytime I call when I have proof that I have mailed everything they have requested over the phone. At no point have they called me or provided anything in writing to ask for anything unless I call for a status. For this reason, I ask for your assistance as I am doing everything possible to keep my home.",Mortgage
67765,"I have a judgement from XXXX XXXX entered 2008 and just received a garnishment letter to my company from Glasser and Glasser in XXXX saying I owe over {$3500.00} from a hearing XX/XX/2016. They have now starting garnishing my check. The address they show is incorrect and I was never been served by either XXXX XXXX or Glasser and Glasser ; and second, this debt is over 7 years old.",Credit card
507554,"Part of my home was damaged by a tornado XXXX XXXX, 2015. My insurance company was quick to give me a fair settlement. The money went to PNC Bank for them to hold as the mortgage company. 
PNC Mortgage makes me beg for week after week to be reimbursed for repairs I have sent them cancelled checks for. 

PNC Mortgage refuses to reimburse me on a timely manner, I have to pay for everything out of my pocket, then wait for them to pay me, ,which has caused great financial harm to me, along with the stress of dealing with them.",Mortgage
502162,regarding case XXXX Experian did nothing to fix this issue. They refuse to properly update the information and claim it was already verified. Maybe they should verify with the XXXX Bankruptcy court! The XXXX other crediting reporting agencies XXXX are reporting it correctly as discharged in XXXX. This debt was discharged in Chapter XXXX BK. It would be illegal for them to claim they sold the debt or transfer it as Experians report reflects. There report shows it as a collectible debt! It should read discharged in Bankruptcy. By them not reporting it properly I was denied credit because they used Experian to pull their data. My Experian score is XXXX lower then both XXXX because of Experians false reporting. Experian is in violation of the FDCPA by misreporting and refusing to accurately verify the data.,Credit reporting
845018,"My Experian credit report includes multiple names, NONE of which is my legal name.     Can not get them to change it. I am worried that their inaction is masking some sort of fraud.","Credit reporting, credit repair services, or other personal consumer reports"
104586,"XXXX   XXXX   XXXX   XXXX  is attempting collect debts that are not owed. I had contacted the original creditor numerous times with several  hundred  e-mails and letters to the company including the company CEO explaining the debts are not owed.  Capital One  refused to reply. Additionally the debt is outside the statute of limitations and therefore can no longer be collected on.  XXXX   XXXX  has issued trades lines on my credit bureau listing.     Additionally, complaint  XXXX  was filed on  XXXX   XXXX ,  2017    against  XXXX   XXXX .     The companies response was they would validate the account.   XXXX   has failed to provide any type of validation, nor has sent any notice that a debt is owed to  XXXX .   XXXX    responded to the complaint on  XXXX   XXXX ,  2017 , and 60 days have now passed without any type of debt validation.",Debt collection
742266,"I have grown increasingly concerned about my treatment as a customer ( a long-term and valued one ) by First Financial Bank. I have maintained an active program with this bank for more than 35 years ( including its predecessors before the buy-out ). I have always been in good standing. Recently, I had to take on a short sale of my property in XXXX, Indiana. First Financial was the loan holder on the second. I have signed a promissory note to pay the balance. However, today, when I called, I was greeted with very poor customer service. The behavior of those in the debt office at their corporate office are rude, incompetent and very belligerent. I have been shocked by the level of outright nastiness and lack of cooperation. Amazing. Today, I was told the office would not return my call. This is an appalling state of affairs there. Simply put, they probably deal with hundreds of bad situations. And, they do not really care about those in my position. I am also contacting their leadership on this matter.",Mortgage
922998,"ATTACHED IS PROOF OF THIS ACCOUNT BEING DELETED! PLEASE FOLLOW SUIT AND DELETE THIS ACCOUNT AS WELL. I formally request that the following inaccurate items be immediately removed from my credit report. They must be removed in order to show my true credit history, as these items should not be on my credit report. Here is a copy of XXXX findings and proof of their removal of these items. Pursuant to Fair Credit Reporting Act, I expect you to complete the removal within 30 days. Please send me an updated report as soon as your investigation is complete.","Credit reporting, credit repair services, or other personal consumer reports"
951357,"I was in the process of buying a Home when I pull my credit report I found account that were not accurate. I have no account with XXXX XXXX XXXX there is some type of mix up or issue. The XXXX. XXXX XXXX XXXX ( XXXX ) is in good standing this account is listed wrong error please delete. XXXX XXXX ACCOUNT ( XXXX ) this account is duplicate error please delete account. These account have not been verified accurate please delete. These 3 accounts are in dispute with the original creditor error please delete accounts. 
All of these accounts which you DECLINED. I sent info for XXXX or agent of XXXX, XXXX XXXX, EQUIFAX a reasonable investigation of my dispute, since it was never done please investigate this account thoroughly. If you had investigated it completely, no XXXX system no thank you, you would have known, that not only I have never been late on this account ; but that I am not sure if some of these account are even mine - though your company claims to have "" verified '' this. XXXX vs.XXXX, XXXX vs. XXXX ( XXXX ), and XXXX vs. XXXX, Equifax, et al, the courts ruled each and every time that the CRA could n't merely "" parrot '' information from the creditors and collection agencies ... that they have to conduct an independent REASONABLE investigation to ensure the validity of the debt and the honesty/integrity of the creditor/CA in question. Sending out a generic form through the e-Oscar system that does not even contain my reasons for the dispute is not reasonable.","Credit reporting, credit repair services, or other personal consumer reports"
284788,"HSBC Bank Nevada,  N.A.    Charter Number  XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX , NV  XXXX  Account Name HSBC BANK NEVADA  N.A.  RC Account #  XXXX  This company needs to remove any items related to my PERSON from ALL credit agencies. If not I will record a perfected security interest in this entity  for 3x the bo gus balance amount plus damages plus fees.",Debt collection
903746,"The explanation XXXX XXXX provided is contrary to how my account was handled. As stated, I called in XX/XX/XXXX 2016 asking for the TOTAL amount needed to bring the account current. That includes late fees. I was given a total and paid it accordingly. In XXXX XXXX XXXX  response they stated they apply funds to late fees first. Clearly that is not how my XX/XX/XXXX payment of {$3300.00} payment was allocated. I have tried several times to get an understanding of why my lump sum payment was not applied to late fees but it is extremely difficult to communicate with employees of XXXX XXXX. The customer service representatives are rude and very antagonistic.",Debt collection
843301,"On this reported date, XX/XX/XXXX received, XX/XX/XXXX, XXXX XXXX XXXX, transferred my loan to SN SERVICING CORPORATION, inaccurately reported to the Credit Bureau, my loan or account status as : Loan modified NOT under a federal government plan. According to the credit bureau report ( attached file ), YOU'VE CHANGED MY LOAN MODIFICATION WITHOUT my consent!!! This move is illegal and I've filed a complaint with the Consumer Financial Protection Bureau ( CFPB ), Attorney General, XXXX XXXX of The State of California where XXXX XXXX XXXX and SN SERVICING CORPORATION headquarter 's are located. I've also filed a compalint with Attorney General, XXXX XXXX of The State of Kentucky where I live. 

Both XXXX XXXX XXXX and SN SERVICING CORPORATION have FAILED to honor MY ORIGINAL loan modification agreement ( attached ) with XXXX, the orignal servicer. This credit report is proof that XXXX XXXX XXXX and SN SERVICING CORPORATION have FAILED to honor mortgage servicing rules requiring the old servicer, XXXX XXXX XXXX to send the new servicer, SN SERVICING CORPORATION any information showing the CURRENT STATUS of discussions with the borrower, ME regarding a loan modification, WHICH XXXX XXXX DID NOT DO -- I HAVE NOT SPOKEN TO XXXX nor HAS XXXX TRIED TO CALL ME!!!! and UNDER FEDERAL RULES, the new servicer, SN SERVICING CORPORATION MUST also have policies and procedures in place ( WHICH OBVIOUSLY THEY DO NOT HAVE IN PLACE ) to ensure that it HONORS ( WHICH IT HASN'T ) EXISTING loan modification agreements ( attached ). 

Further violations : On XX/XX/XXXX, according to the NOTICE OF ASSIGNMENT, SALE OR TRANSFER OF SERVICING RIGHTS ( attached & highlighted ) from the old servicer, XXXX XXXX which stated "" NOTHING ELSE ABOUT YOUR MORTGAGE LOAN WILL CHANGE '', well obviously this ISN '' T TRUE according to the attached credit bureau reports WHICH STATES : "" Loan modified NOT under a federal government plan '' AND "" Foreclosure process started ''!!!! This NOTICE OF ASSIGNMENT, SALE OR TRANSFER OF SERVICING RIGHTS CONTAINS NO LOAN NUM BER FOR the new servicer SN SERVICING CORPORATION. Secondly, I've received no monthly statements showing what my balance is and what I should pay monthly on my mortgage even though this same NOTICE OF ASSIGNMENT, SALE OR TRANSFER OF SERVICING RIGHTS which contains NO LOAN NUM BER, states "" SN SERVICING CORPORATION WILL START ACCEPTING PAYMENTS RECEIVED FROM YOU on XX/XX/XXXX. '' Since both you, XXXX XXXX XXXX and SN SERVICING CORPORATION signed an XXXX ; you are both required to follow the guidelines within the Making Home Affordable ( R ) Program Handbook for Servicers of Non-GSE Mortgages, Version 5.2. THE ABOVE IS AN INACCURATE ENTRY ON MY CREDIT REPORT per the Making Home Affordable ( R ) Program Handbook for Servicers of Non-GSE Mortgages, Version 5.2 ; Specifically SECTION 12.2 Credit Bureau Reporting : that states, '' Servicers should report a "" full file '' status report to the credit reporting agencies for each loan under HAMP in accordance with the Fair Credit Reporting Act as well as other applicable laws and credit bureau requirements as provided by the Consumer Data Industry Association ( CDIA ). "" Full-file '' reporting means that the servicer must describe the exact status of each mortgage it is servicing as of the last business day of each month. '' First of all, Since SN SERVICING CORPORATION acquired this loan from XXXX XXXX XXXX on XX/XX/XXXX and I received the notification in the mail of the transfer, I have not heard from SN SERVICING CORPORATION. They have not mailed me my monthly statements showing what my balance is and what I should pay monthly on my mortgage even though the NOTICE OF ASSIGNMENT, SALE OR TRANSFER OF SERVICING RIGHTS which contains NO LOAN NUM BER, states SN SERVICING CORPORATION would start to receive payments from me on XX/XX/XXXX. There has been no introduction of a relationship manager to this date. If they did call me, they didn't leave a message. Please mail me my MONTHLY statements, showing what my balance is and what I should pay monthly on my mortgage. If you had consistently mailed me monthly statements, then I would know what to pay and you wouldn't need to make the following inaccuracies : PLEASE CORRECT ON MY CREDIT REPORT ASAP. SINCE YOU HAVE NOT FOLLOWED THROUGH ON THE FOLLOWING, THEN YOU'RE IN VIOLATION OF SECTION 9. Permanent Modification, OF THE Making Home Affordable ( R ) Program Handbook for Servicers of Non-GSE Mortgages, Version 5.2 ; Specifically SECTION 9.4 Re-default and Loss of Good Standing, Paragraph 4.  MAINLY this section : "" In the event a borrower defaults on the modified loan, the servicer must work with the borrower to cure the modified loan ( YOU HAVE NOT DONE THIS ). If this is not possible the servicer must-evaluate the borrower for any other loss mitigation alternatives, e.g., HAFA ( YOU HAVE NOT DONE THIS ), prior to commencing foreclosure proceedings ( YOU HAVE DONE THIS ). 

All of the above are VIOLATIONS of the MHA Handbook Version 5.2 SECTION 3 Protections Against Unnecessary Foreclosure ; SECTIONS 2.2 and 3.4 of Chapter II, respectively. Also, this is a VIOLATION of the MHA Handbook Version 5.2, Chapter IV. Home Affordable Foreclosure Alternatives Program ( HAFA ), Specifically SECTION 3 HAFA Consideration that state : '' Borrowers that meet the eligibility criteria for HAMP but who default on a permanent HAMP modification should first be considered for other loan modification or retention programs ( YOU HAVE NOT DONE THIS ) offered by the servicer prior to being evaluated for HAFA. Notwithstanding the foregoing, Consumer Financial Protection Bureau ( CFPB ) Regulations may require a servicer to consider a borrower for HAFA contemporaneously with considering the borrower for HAMP and other home retention options. '' How can this be when SN SERVICING CORPORATION HAS NOT tried to work with me per the MHA Handbook Version 5.2 Guide?",Mortgage
870216,"Applied XX/XX/XXXX.
Opened XX/XX/XXXX.
Got all paperwork XX/XX/XXXX. {$500.00} ACH from XXXX posted to WFC X/X/17 no bonus triggered. {$1.00} x XXXX XXXX reload ( X/X/17 ) posted X/XX/17 no bonus triggered. No bonus as of writing ( X/XX/17 ). {$960.00} ACH from XXXX posted to WF X/X/17 no bonus triggered. Secured Message from Wells Fargo X/XX/17 : WFC told me The {$250.00} credit will post after XX/XX/2017. No bonus as of complaint ( X/XX/17 )",Checking or savings account
65837,"My Macy 's credit card number was used to make purchases at Macy 's stores in XXXX XXXX while I was in New York. I still have possession of the card, so I assume it was some form of spoofing. I noticed the charges within a few days and notified Macy 's they were not mine. I have filled out a fraud affidavit and returned it. 

I now get several phone calls a day beginning at XXXX XXXX. In general I do n't answer, but when I tried to pick up I discovered the caller hangs up after two rings. I called back the number from the Caller I.D . log and determined it was Macy 's bank. I called Macy 's bank and asked them to stop, but the calls continue. 

There have also been negative reports to various credit bureaus. 

This is Macys bank rather than Macy 's itself. The fraudulent charges have been removed from the record of my actual Macy 's account.",Debt collection
886431,"I received a copy of my credit report from XXXX, XXXX and XXXX and noticed a collection account reporting against my SSN from AWA Collections. Prior to me obtaining a copy of my credit reports, I had no knowledge of this account or alleged debt. I have requested validation multiple times from the credit reporting agencies regarding this account and have only been told it 's "" verified '' with no supporting documents. I have also contacted AWA Collections multiple times, the last being on X/X/2017,  for validation of this debt and have yet to receive anything. I have no contract or agreement with this company and have never received any goods or services. I have a right to have information validated that is contained on my credit report or it needs to be promptly deleted. I have not received a copy of a signed contract or any other verification from AWA Collections.",Debt collection
981006,"hello my wife purchased something for {$25.00} from XXXX on XXXX card 2 years ago. we moved to different place after couple of months. 
we updated our new address for all C.C accounts including XXXX. 
here, real story starts. after more then 2 years i tried to use my card in the store and it didnt work. so, i called XXXX and i came to know that they have closed my account for not paying {$25.00} and with interest it is now $ XXXX.so, i asked XXXX why did not they send any statement and they said they sent it at my old address. so i asked him how come they did not update my new address when i have already ordered few stuff from XXXX at my new address. and he said it was computer glitch therefor, it did not get updated at our end. he said that now we have your new address but unfortunately your account has been forwarded to collection agency.and he also said that send them fax and let them know about this address issue and they will consider and wont charge any interest. i said OK ill pay my unpaid bill and send them fax twice. i did sent them fax to resolve problem but finally they sent it to collection agency. 
i wonder why they did not send my statement to collection agency for more then 2 years. when i tried to resolve problem at that time they realize to send unpaid charges to the agency. i would like to pay my unpaid bill {$25.00}. probably they wont consider that. i want them to hear my telephone recording with XXXX customer care.how come they did not find out my new address when i ordered online from XXXX. why did not they tried to call me about this bill. 

please let me know how to resolve this problem. 
thank you XXXX",Debt collection
873367,I was never offered the income driven repayment. I was told only forbearance for years. This has substantially increased my loan amount.,Student loan
814795,"This is not a dispute for debt, this is a request to remove a name that does not belong to me.","Credit reporting, credit repair services, or other personal consumer reports"
138216,"Back XX/XX/XXXX I enrolled in school and got a student through XXXX XXXX which is now called XXXX, I only went to this school XXXX XXXX XXXX about 3 weeks well a couple years went by and I started noticing that my student loans where going to be reported to the XXXX program, so last year once I found this info out I immediately contacted XXXX and explained why I dropped out and submitted a form called an Ability to Benefit, not to long after I got a award letter in the mail approving me and XXXX did there investigation and my claims where in fact true, this school enrolled me as a XXXX and gave me no type of testing to enroll. Therefor it is an Ability to Benefit thats exactly why my request to discharge all loans associated with this school was approved. I was awarded the Abilility to Benefit back XX/XX/XXXX at that time I had no knowledge of the items that were being reported on my credit report, I just never really took the time out I was to busy with XXXX children to take care of. But around 6 months ago I started getting curious about my credit so I pulled my credit report from the XXXX website for free. Well I seen that were some major inconsentacies XXXX XXXX and a company I consollidated the student loan with were still being reported even after the Ability to Benefit letter clearly states any loans associated with this discharge are to be removed, Well it never happened I had to call XXXX fax them multiple documents verifying my student loan discharge then they finally reported to the XXXX credit angencies to completely remove any XXXX AKA XXXX XXXX student loans which shortly thereafter reflected on my credit report. Then I moved on to the next collection account that still was reporting my student loans in collections but with a {$0.00} balance, I immediately contacted them sent them numerous faxes of verification documents and even was put on XXXX way wit the XXXX to verify the student loan discharge from XX/XX/XXXX At first they were very persistant on NOT removing the XXXX reporting student loans off of collections and deleted like the Ability to Benefit Document states should and will happen. Well after threatning to report this comapny XXXX AKA XXXX which is the comapany name that is showing on my credit report. I have called XXXX over a dozen of times on the phone for hours trying to get this resolved and the XXXX reporting student loans in collections they are reporting completely off my credit file like they should have been a year ago. This comapny finally agreed to remove these accounts off my credit file and told me they electronically notified all XXXX credit reporting angenies, I have been in constant contact with Equifax and NOTHING has been electronically reported to Equifax to remove these accounts according to the Manager of the department that would have access to electronic notifications that are able to be seen within 24 hours. I now still to this date have XXXX false collection accounts with this XXXX company and I repediately tell them Equifax is NOT receiving watever notification your trying to send them. They then provided me with a XXXX # that would be "" proof '' that they requested to equifax that all tradelines from there company be totttaly deleted. This has been over a month ago, I called again today just seems like excuse after excuse, Equifax points the finger at XXXX and vice versa. I just do not know what else to do. These XXXX collections accounts are severely impacting my credit score, and what is even more frustrating is this should have been taken off a long time ago, if it was not for me playing detective and carin to see my credit report ALL of the student loans would still be in collections but at least XXXX was fast to remove them unlike XXXX.",Credit reporting
212017,"On XXXX/XXXX/2016, I loaded {$500.00} to my paypal account at XXXX using Paypal at the register ecash. I paid a XXXX processing fee, so my total payment was {$500.00} which I paid with cash. I have my XXXX receipt, which I also forwarded to Paypal for their investigation. 
The load never posted to my paypal account. Paypal has said that there was a known "" bug '' during that day that prevented loads from posting. They said that my case is not unique and this issue affected a number of people. I have called paypal 10+ times following up on my issue. They said that they are working to fix the bug, but nothing has been resolved in 1 month. Two tickets XXXX XXXX & XXXX ) have been opened with paypal for the issue. I repeatedly am told that my issue will be resolved within 48 hours and I will be contacted, but I never am contacted. I have spent more than 5+ hours on the phone with paypal. I would like a refund of my {$500.00} + {$3.00} processing fee for a total refund of {$500.00}. I do n't care if they close my account, I am done using Paypal 's poor service.",Money transfers
856368,"I contacted Wells Fargo to learn how to close my account in XXXX of 2017 as we had recently moved to Ohio and there are no Wells Fargo branches nearby. I was told at that time that all I had to do was transfer the full balance in my account out of the account and the account would be closed. I did so on XXXX/2017, first moving all monies from my savings account into my checking account and then transferring electronically all funds in my checking account to a different bank account. On XXXX/2017 I logged back on to the wellsfargo.com website to retrieve my final bank account and was shocked to see an account balance of {$0.00}. The {$0.00} was the result of an interest payment made on XXXX/2017, long after I had thought the account closed. The minimum transfer amount is {$10.00}. I contacted Wells Fargo and was told that if I did not withdraw the balance ( {$0.00} ) I would be charged a monthly service fee. I find this situation outrageous insofar as I complied with the process outlined by Wells Fargo to shut down my account, yet the account remains open and I may be subject to monthly service fees as a result. Had I not logged on I might never have even been aware of the issue until after fees had accrued.",Checking or savings account
1017313,"This Letter was sent the the XXXX XXXX XXXX XXXX on XX/XX/XXXX XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, TX XXXX RE : Account # To whom it may concern : I recently disputed with all three ( 3 ) credit reporting agencies the accuracy of reporting on these accounts, and the results came back either "" verified '' or "" updated ''. There are several inaccuracies across all three credit reporting agencies. 

This is a Notice of Direct Dispute with you, under the provisions of FCR

A 623 ( a ) ( 8 ) ( D ), of the accuracy of information you have reported to my credit file. In compliance with FCRA 623 ( a ) ( 8 ) ( D ), and enacting regulations published at 16 CFR 660.4, this Notice of Direct dispute includes : XXXX XXXX XXXX XXXX as shown on my Credit Reports ( attached ), is showing incorrect information.

Basis for dispute : 1. You verified Terms as "" {$0.00} Single Payment '' on Transunion and XXXX 2. You verified High Balance as "" {$2000.00} '', on all account beginning in XXXX, which is not correct 3. You verified High Balance as "" {$4400.00} '', on all account beginning in XXXX, which is not correct 4. You verified account status as "" Transferred, closed '' 5. Date of Status hasn't been updated since XX/XX/XXXX on XXXX 6. Date of Status hasn't been updated since XX/XX/XXXX on Transunion 7. Actual Payment Amount is {$0.00} on Transunion and XXXX 8. Actual Payment Amount is thousands of dollars off on all accounts on XXXX compared to High Credit 9. Account Status on Transunion and XXXX is "" Collection '' not "" Paid as Agreed '' 10. Account Status of "" Collection '' starts on XX/XX/XXXX on Transunion, I was still in school. 

Supporting evidence : Under the provisions of FCRA 623 ( a ) ( 8 ) ( E ) and 16 CFR 660.4, you are required to review the information that has been provided to you to complete your investigation of this Direct Dispute within 30-days of this notice. I demand a written response from the competent authority in your organization no later than XX/XX/XXXX to my address of records. 

Should you find the disputed information to be inaccurate or incomplete, or if you can not verify the accuracy or completeness of the disputed information, you are additionally required, under FCRA 623 ( 1 ) ( E ), to also promptly notify the credit reporting agencies of deletion of this information from my credit file.","Credit reporting, credit repair services, or other personal consumer reports"
112615,These derogatory reports were medical bill that my lawyer was supposed to pay. When these reports showed up on my credit report I paid them right away to preserve my good credit. As my credit report shows I pay my bills on time 100 % of the time. These reports need to be eliminated because I was not aware my lawyer had nor paid these bills ( the total medical bills to be paid are {$10000.00} ). I want these derogatory reports removed as they are not due to any negligence on my part.,Credit reporting
279346,"Experian is reporting inaccurate information on my credit report in regards to XXXX. XXXX has failed to provide any verifiable evidence that I owe them anything ( see your own investigation notes Case number : XXXX ). The credit bureaus legally has to investigate within reason a dispute. Claiming that the company verified the account information simply by responding with "" verified '' is not enough to keep reporting inaccurate information. And although credit bureaus can report unverified, false information, they are liable for the information they CHOOSE to keep reporting.",Credit reporting
937236,"When I took a payoll advance with this company, they arranged the payment date as part of the agreement. They deducted a payment from my checking account on the wrong date ( outside the agreement ) which caused me to incur overdraft/returned item fees. I contacted the company and they asked that I send proof of my bank statement showing the debit they made, and the overdraft and NSF fees. I faxed a copy of my statement as agreed. They reviewed my info admitted the withdrawl was made from my account on the wrong date due to an error on their part but they were not willing to cover my overdraft/return item fees. They specifically said it was going to be a "" wash '' which I understood as satisfying the payment. I was charged fees from my crediters for bouncing checks in additional to my bank fees. 

This loan originated over 7 years ago from a bank account that I had to close per my bank 's request to ensure they would n't attempt to debit my account in the future. 2 days ago I was notified about my credit report for a collection that was added to my credit report. I called the company but all they can tell me is that they took over the collection and I must pay them half. I tried to explain my bank will not issue a proof/statement after 7 years. They destroy all checks and statements. But they still insisited in proving my case or they would not remove it from my credit report.","Credit reporting, credit repair services, or other personal consumer reports"
401324,"On XX/XX/2016, I went to a CHASE ATM located at XXXX XXXX XXXX XXXX, XXXX FL XXXX ( ATM Term ID XXXX. ) I went there to deposit {$1000.00} in cash in {$20.00} bills. The first {$600.00} went through perfectly, but for the remaining {$400.00} the ATM took in the cash and then displayed an error on the screen, telling me it was unable to put these {$400.00} into my account. It also said I should call a number to fix this problem, and indeed I called this Chase Customer Support number and spoke with a woman. This lady said that a temporary credit of {$400.00} would be applied to my account while the ATM error was looked into. Roughly two weeks later, I received a letter from CHASE stating that my claim was indeed true and the ATM had a problem as I said, and so the {$400.00} credit previously applied became permanent and I thought this was over with ( Claim ID : XXXX. ) Around 4-5 days later, I was notified that the {$400.00} had actually been taken away from my account and I was overdrafted, even though my claim had gone through and the money was meant to have been given back to me. I called customer service again and they said my previous claim had been denied by the bank ( even though I had received a letter stating the opposite from them before ), as they said the {$400.00} I previously failed to deposit on XX/XX/XXXX were never in the ATM to begin with. I am thus demanding an investigation of this issue, as someone clearly took those {$400.00} and I am being denied the {$400.00} credit of my account. The events I described as the truth and I testify that on XX/XX/2016 I deposited those {$400.00}, but it was the ATM that was at fault. I would want them to check the security footage or anything else at their disposal to prove that the ATM took my {$400.00}.",Bank account or service
991204,"I made a transfer of approximately {$40000.00} of the virtual currency Bitcoin Cash to Coinbase on XXXX XXXX, 2017. The transaction was confirmed at XXXX XXXX CST by the blockchain protocol, however, the funds were never credited by Coinbase. I made several attempts to find out the status of my funds, and why they were not being credited to me even though they were verified to have been received by Coinbase, and the only answer I get is "" Your case has been escalated to the highest level and you will hear back from us shortly ''. 

It is now over a week later and still no response, I am still missing over {$40000.00} in funds, no minimal correspondence and no resolution. They even drop my calls when I call customer service and do not call me back. They hung up on me after I get connected with an agent more than once. I need access to my funds as it is unlawful and fraudulent to hold my funds with no explanation nor attempt to fix the problem. I have lost thousands in trading possibility as well as investing at times that would have profited me signinficantly. There have been damages in excess of {$100000.00}","Money transfer, virtual currency, or money service"
540114,"Do n't know who this Company is. In the past there were Companies in my Credit report that belonged to someone else, not me.",Debt collection
143815,"I enrolled in the CitiGold bank account with the promise of receiving XXXX XXXX XXXX Miles. The conditions required a {$1000.00} minimum spend and two bill pays in successive months. I met these requirements, however it took me 3 months to complete, instead of the typical 2 months because of problems with the delivery of my card and PIN. 

To elaborate, my checking card was sent by XXXX, and required that I be present for the delivery. This was not possible because the delivery attempts were made while I was at work. Despite multiple lengthy calls to both Citi and XXXX, I was unable to arrange for delivery of my card & PIN. First I was told by the Citi representative that I needed to arrange with XXXX for delivery via their online portal. I did this, but they came at the wrong time anyway. When I contacted them about it, they said that they needed to get the request directly from Citi, so I did that & they attempted at the wrong time again, then sent the card back to Citi. Meanwhile, I was locked out of my online account, had no way to monitor my credit card OR my bank account, and suffered {$100.00} in fees & interest for a late bill that I was unaware of. 

At this time, I called Citi and explained the problem, as well as my concern that the card would not arrive in time for me to make the spend within 2 months. I was assured that there were notations on my account detailing the extreme difficulty I had in simply obtaining the card. Ultimately, they re-sent the card & PIN, & I drove 20 minutes each way to the XXXX facility and received by card & PIN. I proceeded to meet the requirements in the 2 successive months after receiving my card & PIN. 

Since meeting the requirements I have been told on multiple occasions that I met the requirements, and that I simply needed to wait a designated time before the miles would be issued. After it became clear that Citi was dragging their feet on the issue, I began documenting my phone calls. 
-On XXXX/XXXX/16 I called and spoke with "" XXXX , '' who personally verified that I met the requirements, & stated that the promotion code was noted on file. He said "" I do n't know why it has been delayed, but it should be issued soon. It is probably delayed because of the billing cycle. '' He told me that XXXX miles would definitely be awarded by the end of XXXX. 
-On XXXX/XXXX/16 I called and spoke with another representative who again confirmed I met the requirements, & provided me with a reference number in case there was any other problem. She also told me that the case was being in some way prioritized, that I would receive a secure message within 72 hours & provided an access code for the message. No message was received. 
-On XXXX/XXXX/16, after receiving another bill and still no response regarding the reward miles, I called yet another representative, XXXX . I stated that I had upheld my end of the bargain, but I felt like Citi had not. Further, they had not met the deadlines they set for themselves in previous conversations with me on XXXX accounts. I had been charged $ XXXX/month for having the account open while they decided if they should uphold the promise they made when I opened the account. The representative, XXXX, agreed to credit my account with {$60.00} for the last two months ' fees, as well as waive the next month 's {$30.00} fee. 
-On XXXX/XXXX/2016 I received notification that Citi was denying me the miles because I had not completed the spend in the timeframe they designated. There was no mention of any of the aforementioned problems, conversations, or promises. 

My entire experience with this Citi promotion has been frustrating, time-consuming, and not worth it. They have not upheld the promises they made, they have not met the timelines they set, and finally they have not credited me with the reward they offered.",Bank account or service
